"price","host_is_superhost","neighborhood","latitude","longitude","property_type","accommodates","bedrooms","beds","cleaning_fee","minimum_nights","availability_365","review_scores_rating","cancellation_policy"
39,"False","Brooklyn",40.69366,-73.92281,"Appartment",3,1,2,50,2,163,93,"strict"
129,"False","Manhattan",40.72714,-73.98397,"Appartment",4,1,2,50,10,90,97,"strict"
90,"True","Manhattan",40.74563,-73.99325,"Appartment",1,1,1,50,5,0,95,"moderate"
40,"True","Brooklyn",40.6589,-73.99753,"Appartment",1,1,1,50,1,139,98,"flexible"
35,"False","Brooklyn",40.70942,-73.95302,"Appartment",1,1,1,0,2,0,93,"moderate"
86,"False","Queens",40.76451,-73.92942,"House",3,1,2,80,2,0,94,"strict"
125,"False","Manhattan",40.72651,-73.99101,"Appartment",1,1,1,60,7,358,95,"flexible"
95,"False","Queens",40.74244,-73.91676,"Appartment",2,1,1,25,1,363,95,"strict"
80,"True","Manhattan",40.76421,-73.99115,"Appartment",2,1,1,50,5,99,95,"strict"
110,"True","Manhattan",40.73031,-73.98476,"PrivateRoom",2,1,1,55,2,83,98,"strict"
75,"False","Brooklyn",40.68368,-73.96481,"Appartment",1,1,1,100,30,341,99,"strict"
200,"False","Manhattan",40.80266,-73.94728,"Appartment",5,2,3,100,14,62,93,"strict"
390,"True","Manhattan",40.78852,-73.96746,"Appartment",7,2,4,180,5,190,95,"strict"
55,"False","Manhattan",40.71098,-74.01616,"Appartment",1,1,1,0,1,365,92,"strict"
120,"True","Brooklyn",40.68931,-73.95548,"Appartment",4,1,1,100,7,111,97,"moderate"
98,"False","Brooklyn",40.68512,-73.96959,"Appartment",2,1,1,0,2,0,100,"moderate"
151,"False","Manhattan",40.74881,-73.97234,"Appartment",1,1,1,80,2,362,91,"strict"
250,"False","Manhattan",40.76456,-73.98233,"Appartment",4,0,2,0,3,0,100,"moderate"
99,"True","Brooklyn",40.71284,-73.93965,"Appartment",2,1,1,120,3,341,97,"flexible"
150,"False","Manhattan",40.80395,-73.95519,"Appartment",3,1,1,135,3,167,92,"moderate"
69,"True","Brooklyn",40.70818,-73.92202,"Appartment",1,1,1,30,1,272,97,"strict"
184,"False","Manhattan",40.71481,-74.00934,"Appartment",2,1,1,100,4,0,96,"moderate"
145,"False","Brooklyn",40.70658,-73.96759,"Appartment",2,1,1,49,2,0,97,"moderate"
100,"True","Manhattan",40.72131,-73.98527,"Appartment",2,1,1,60,3,344,93,"flexible"
44,"False","Brooklyn",40.65987,-73.95076,"Appartment",1,1,1,25,5,365,88,"strict"
70,"False","Brooklyn",40.72495,-73.95112,"Appartment",1,1,1,10,3,0,96,"moderate"
225,"False","Manhattan",40.72311,-73.99476,"Appartment",4,1,1,120,3,0,98,"strict"
199,"False","Manhattan",40.78277,-73.95164,"Appartment",4,2,2,50,2,0,80,"strict"
175,"True","Manhattan",40.77631,-73.97953,"House",2,1,1,70,3,304,95,"strict"
125,"False","Manhattan",40.76185,-73.98681,"Appartment",4,2,2,95,4,106,83,"strict"
199,"False","Manhattan",40.7312,-73.98857,"Appartment",3,1,1,0,5,0,100,"flexible"
65,"False","Brooklyn",40.70683,-73.95375,"Appartment",1,1,1,10,1,57,96,"strict"
107,"False","Brooklyn",40.67204,-73.95147,"Appartment",3,1,1,70,3,236,93,"strict"
150,"False","Manhattan",40.72878,-73.97854,"Appartment",3,1,1,25,1,0,95,"strict"
700,"False","Staten Island",40.53884,-74.19826,"House",8,4,3,200,7,0,94,"flexible"
65,"True","Bronx",40.86247,-73.82576,"Appartment",2,1,1,40,2,365,96,"strict"
179,"False","Brooklyn",40.67749,-73.98031,"Appartment",4,1,2,75,2,0,91,"strict"
110,"False","Queens",40.73747,-73.9248,"House",3,1,2,48,3,81,91,"flexible"
245,"False","Brooklyn",40.71875,-73.94935,"Appartment",2,1,2,145,1,88,97,"strict"
63,"True","Manhattan",40.81569,-73.96058,"Appartment",2,1,1,60,3,358,98,"strict"
475,"False","Manhattan",40.74107,-73.98487,"Appartment",4,2,2,80,1,0,95,"strict"
250,"True","Brooklyn",40.68585,-73.97016,"Appartment",4,2,2,90,4,274,98,"strict"
120,"False","Brooklyn",40.70498,-73.92868,"Appartment",3,1,1,54,3,0,100,"moderate"
135,"True","Brooklyn",40.67191,-73.93997,"Appartment",3,1,1,70,3,346,98,"strict"
199,"False","Manhattan",40.73246,-74.00215,"Appartment",2,1,1,50,5,0,96,"flexible"
50,"False","Queens",40.75205,-73.94058,"Appartment",4,1,1,0,5,0,95,"moderate"
75,"False","Manhattan",40.80126,-73.9454,"Appartment",2,1,1,30,3,219,94,"strict"
140,"False","Manhattan",40.81748,-73.94539,"House",4,1,2,45,1,365,93,"strict"
90,"True","Manhattan",40.74166,-73.99892,"Appartment",1,1,1,200,30,363,98,"strict"
80,"False","Manhattan",40.8145,-73.94962,"Appartment",2,1,1,20,1,0,80,"flexible"
115,"False","Brooklyn",40.71261,-73.94154,"Appartment",2,1,1,30,2,0,100,"flexible"
60,"False","Manhattan",40.82519,-73.9453,"Appartment",2,1,2,5,2,365,84,"strict"
175,"False","Manhattan",40.72644,-73.9923,"Appartment",3,1,1,60,2,360,95,"moderate"
125,"True","Brooklyn",40.68909,-73.9173,"Appartment",4,2,2,60,30,104,95,"strict"
55,"False","Queens",40.74439,-73.9501,"Appartment",2,1,1,5,1,364,82,"flexible"
185,"False","Manhattan",40.73689,-73.98451,"Appartment",3,1,2,70,1,0,94,"moderate"
56,"True","Queens",40.71594,-73.82264,"Appartment",2,1,1,20,5,160,95,"strict"
64,"True","Brooklyn",40.69048,-73.92193,"Appartment",2,1,1,60,1,81,95,"strict"
193,"True","Brooklyn",40.71618,-73.94189,"Appartment",3,1,1,85,3,327,98,"moderate"
161,"False","Manhattan",40.74386,-73.99541,"Appartment",3,0,1,110,2,0,93,"moderate"
420,"False","Manhattan",40.7221,-73.98356,"Appartment",11,2,3,150,1,264,98,"strict"
92,"False","Manhattan",40.72018,-73.98839,"Appartment",1,1,1,0,2,0,95,"flexible"
81,"False","Brooklyn",40.68385,-73.92349,"House",2,1,1,0,1,0,89,"moderate"
65,"False","Manhattan",40.82557,-73.95514,"Appartment",2,1,1,45,7,365,90,"strict"
400,"False","Manhattan",40.73285,-73.98245,"Appartment",6,2,2,0,2,273,96,"strict"
149,"False","Manhattan",40.80964,-73.94098,"Appartment",4,1,1,100,4,65,89,"strict"
87,"False","Brooklyn",40.71216,-73.96274,"Appartment",2,1,1,15,3,89,99,"strict"
300,"False","Manhattan",40.73865,-73.9962,"Appartment",4,1,2,0,5,0,95,"moderate"
115,"False","Queens",40.73497,-73.8533,"House",6,2,2,50,30,269,87,"moderate"
85,"False","Brooklyn",40.69168,-73.932,"Appartment",2,1,1,0,2,0,96,"strict"
150,"False","Manhattan",40.73135,-73.98298,"Appartment",2,1,1,0,1,0,95,"strict"
300,"False","Brooklyn",40.71817,-73.96401,"Appartment",4,2,2,0,5,126,100,"strict"
139,"False","Manhattan",40.73196,-73.97932,"Appartment",2,1,1,0,5,0,92,"strict"
90,"False","Manhattan",40.74392,-73.9811,"Appartment",2,1,1,30,3,0,92,"strict"
120,"True","Manhattan",40.73544,-73.97465,"Appartment",2,1,1,30,5,244,96,"strict"
295,"False","Manhattan",40.76547,-73.97729,"Appartment",2,0,1,85,2,0,95,"strict"
100,"False","Brooklyn",40.68674,-73.95392,"Appartment",3,1,1,100,7,364,93,"strict"
215,"True","Manhattan",40.7525,-73.96492,"Appartment",4,0,2,50,4,342,98,"strict"
130,"False","Manhattan",40.82097,-73.93765,"Appartment",5,2,2,0,1,0,80,"strict"
90,"False","Manhattan",40.81514,-73.95127,"Appartment",2,1,1,100,5,63,96,"moderate"
119,"False","Brooklyn",40.64469,-73.9469,"House",4,1,2,89,2,220,87,"strict"
72,"True","Brooklyn",40.66415,-73.97866,"Appartment",2,1,1,85,2,89,94,"strict"
169,"False","Manhattan",40.72969,-73.98151,"Appartment",4,1,2,0,5,0,89,"moderate"
280,"False","Manhattan",40.71417,-74.00678,"Appartment",2,1,1,145,3,364,94,"strict"
180,"False","Brooklyn",40.67522,-73.99978,"Appartment",2,1,1,150,7,237,99,"strict"
120,"False","Manhattan",40.80738,-73.95855,"Appartment",4,1,2,30,5,0,50,"strict"
92,"False","Manhattan",40.80631,-73.94941,"Appartment",1,1,1,0,3,365,100,"moderate"
345,"True","Brooklyn",40.69322,-73.94581,"House",8,3,3,150,3,319,97,"strict"
95,"True","Brooklyn",40.6889,-73.92469,"Appartment",2,0,1,50,3,348,93,"strict"
550,"False","Manhattan",40.77593,-73.94927,"Appartment",2,2,2,100,1,0,95,"flexible"
150,"True","Manhattan",40.82597,-73.95102,"Appartment",4,1,1,150,5,364,95,"strict"
95,"True","Manhattan",40.72485,-73.98349,"Appartment",2,1,1,88,3,0,99,"moderate"
95,"False","Manhattan",40.76254,-73.98712,"Appartment",1,1,0,90,1,103,95,"strict"
66,"False","Brooklyn",40.65193,-73.96042,"Appartment",2,1,1,100,5,363,92,"moderate"
175,"False","Brooklyn",40.67143,-73.94929,"Appartment",1,1,1,10,5,358,96,"strict"
225,"False","Manhattan",40.72335,-73.98549,"Appartment",4,1,2,0,3,0,94,"strict"
1700,"False","Manhattan",40.72898,-73.98051,"Appartment",1,1,1,0,1,0,93,"flexible"
299,"False","Manhattan",40.78618,-73.97339,"Appartment",2,1,1,99,4,0,100,"moderate"
120,"False","Brooklyn",40.68864,-73.94166,"Appartment",8,2,4,50,1,0,85,"moderate"
600,"True","Manhattan",40.77585,-73.95566,"Appartment",8,4,6,150,3,183,97,"strict"
88,"True","Brooklyn",40.71338,-73.96833,"Appartment",2,1,1,30,1,170,98,"strict"
139,"False","Manhattan",40.80491,-73.94752,"Appartment",3,1,1,60,5,0,95,"strict"
200,"False","Manhattan",40.74386,-74.00106,"Appartment",2,1,1,99,2,0,95,"moderate"
100,"False","Manhattan",40.7582,-73.96692,"Appartment",2,1,1,40,2,0,91,"strict"
141,"False","Manhattan",40.72838,-74.00462,"Appartment",2,0,1,85,2,340,100,"moderate"
71,"False","Queens",40.75253,-73.93021,"Appartment",2,1,1,20,2,365,90,"strict"
90,"False","Manhattan",40.74599,-73.99775,"Appartment",2,1,1,0,6,0,50,"strict"
188,"False","Manhattan",40.76233,-73.9926,"Appartment",2,1,1,120,3,0,97,"strict"
199,"True","Manhattan",40.7366,-73.98703,"Appartment",2,0,1,0,2,199,97,"strict"
150,"False","Brooklyn",40.68305,-73.9419,"Appartment",5,2,2,0,1,0,96,"flexible"
85,"True","Manhattan",40.77792,-73.95338,"Appartment",1,1,1,40,3,148,92,"strict"
185,"True","Manhattan",40.74855,-73.977,"Appartment",2,0,1,105,4,248,98,"moderate"
159,"False","Brooklyn",40.72589,-73.94055,"Appartment",4,2,2,0,30,365,91,"moderate"
130,"False","Manhattan",40.71861,-73.9974,"Appartment",2,1,1,0,20,365,95,"strict"
85,"True","Brooklyn",40.71306,-73.96658,"Appartment",2,1,1,0,3,35,99,"moderate"
120,"False","Brooklyn",40.68413,-73.92693,"House",4,1,2,50,3,344,95,"strict"
225,"False","Manhattan",40.75669,-73.9666,"Appartment",3,1,1,100,3,0,100,"strict"
99,"False","Brooklyn",40.71394,-73.94193,"Appartment",6,2,3,125,7,175,95,"strict"
150,"True","Manhattan",40.75375,-73.96556,"Appartment",5,1,3,60,2,364,93,"strict"
249,"False","Manhattan",40.73311,-74.00761,"Appartment",2,1,1,0,60,362,95,"flexible"
53,"True","Brooklyn",40.70343,-73.91343,"Appartment",2,1,1,30,30,364,94,"moderate"
125,"False","Manhattan",40.76296,-73.98641,"Appartment",2,1,1,50,4,354,90,"strict"
245,"False","Manhattan",40.72617,-74.00141,"Appartment",2,1,2,0,1,0,95,"strict"
150,"False","Brooklyn",40.70289,-73.98583,"Appartment",4,3,3,50,30,0,96,"strict"
160,"False","Manhattan",40.75406,-73.99376,"Appartment",2,1,1,80,3,151,94,"strict"
175,"False","Brooklyn",40.66173,-73.95382,"House",6,4,4,300,1,0,94,"strict"
45,"False","Brooklyn",40.70711,-73.94457,"Appartment",1,1,1,75,2,365,80,"flexible"
169,"False","Brooklyn",40.68166,-73.94325,"Appartment",3,1,2,85,2,362,94,"flexible"
200,"False","Manhattan",40.75066,-74.00377,"Appartment",2,0,1,69,3,0,96,"strict"
100,"False","Brooklyn",40.68285,-73.95112,"Appartment",2,0,1,100,4,0,90,"moderate"
50,"False","Brooklyn",40.68442,-73.95639,"Appartment",2,1,1,25,2,0,93,"moderate"
160,"False","Manhattan",40.73404,-73.98173,"Appartment",2,1,1,0,2,364,97,"moderate"
275,"True","Brooklyn",40.68049,-73.97302,"Appartment",4,2,2,180,4,323,98,"strict"
99,"False","Manhattan",40.76981,-73.95812,"Appartment",3,1,1,80,5,218,92,"strict"
149,"False","Brooklyn",40.72749,-73.94201,"Appartment",4,1,0,0,30,365,91,"moderate"
399,"False","Manhattan",40.75463,-73.97062,"Appartment",5,2,4,200,5,159,99,"moderate"
200,"False","Brooklyn",40.68323,-73.98643,"House",1,1,1,0,2,365,95,"moderate"
59,"False","Brooklyn",40.70505,-73.92281,"Appartment",2,1,2,25,3,275,91,"strict"
70,"False","Brooklyn",40.71863,-73.94575,"Appartment",2,1,0,0,6,364,90,"strict"
31,"False","Manhattan",40.82628,-73.9422,"Appartment",2,1,1,100,1,29,100,"flexible"
70,"False","Brooklyn",40.6406,-73.96195,"Appartment",2,0,1,50,4,0,96,"moderate"
499,"False","Manhattan",40.76019,-73.99586,"Appartment",4,2,2,100,4,0,100,"strict"
55,"False","Brooklyn",40.70561,-73.92515,"Appartment",2,1,1,20,2,291,93,"strict"
119,"False","Manhattan",40.72745,-73.98344,"Appartment",1,1,1,20,3,0,100,"moderate"
189,"False","Manhattan",40.7706,-73.98919,"Appartment",2,0,1,90,1,0,93,"strict"
350,"False","Manhattan",40.77785,-73.9454,"Appartment",3,0,1,0,1,0,95,"flexible"
450,"True","Brooklyn",40.68396,-73.98914,"House",7,4,5,300,5,0,99,"strict"
45,"False","Brooklyn",40.67814,-73.92375,"Appartment",2,1,1,0,29,365,77,"flexible"
83,"False","Brooklyn",40.67801,-73.96106,"Appartment",3,1,2,75,7,0,100,"strict"
120,"False","Brooklyn",40.68516,-73.97461,"Appartment",2,0,1,25,1,0,100,"strict"
98,"False","Manhattan",40.76418,-73.99363,"Appartment",1,1,1,25,3,95,97,"moderate"
35,"False","Brooklyn",40.67138,-73.96058,"Appartment",1,1,1,0,15,20,100,"strict"
60,"False","Brooklyn",40.57749,-73.95757,"Appartment",4,1,1,20,14,0,89,"moderate"
155,"False","Manhattan",40.81056,-73.943,"Appartment",4,1,1,65,2,0,94,"strict"
40,"False","Manhattan",40.82954,-73.94436,"Appartment",1,1,1,10,2,89,100,"moderate"
79,"False","Queens",40.76425,-73.90489,"House",3,1,1,39,1,310,88,"strict"
120,"False","Brooklyn",40.69309,-73.95921,"Appartment",4,1,2,25,3,0,99,"moderate"
66,"True","Queens",40.71477,-73.82012,"Appartment",2,1,2,20,5,296,94,"strict"
70,"False","Brooklyn",40.67694,-73.9517,"Appartment",2,1,1,20,2,364,94,"moderate"
140,"False","Brooklyn",40.69414,-73.96634,"House",2,1,1,120,5,363,97,"strict"
450,"True","Brooklyn",40.68891,-73.96502,"House",10,4,6,250,3,208,98,"strict"
98,"True","Brooklyn",40.68474,-73.9632,"House",4,1,2,40,4,330,96,"moderate"
140,"False","Brooklyn",40.67963,-73.9375,"Appartment",6,2,5,90,3,224,91,"strict"
60,"False","Manhattan",40.82438,-73.94332,"Appartment",2,1,2,5,2,365,86,"strict"
150,"False","Brooklyn",40.67689,-73.95878,"Appartment",5,2,3,50,5,0,95,"strict"
40,"False","Queens",40.74404,-73.95233,"Appartment",1,1,0,20,30,295,95,"strict"
120,"False","Queens",40.77453,-73.92833,"Appartment",4,1,1,120,3,289,97,"strict"
75,"False","Brooklyn",40.71278,-73.94035,"Appartment",2,1,1,60,3,0,96,"flexible"
248,"True","Brooklyn",40.71715,-73.95527,"Appartment",4,0,1,50,3,0,99,"flexible"
90,"False","Brooklyn",40.65624,-73.96034,"Appartment",2,1,1,85,120,43,100,"moderate"
450,"False","Manhattan",40.72709,-73.98442,"Appartment",2,0,1,100,2,363,92,"moderate"
120,"False","Brooklyn",40.7161,-73.95074,"Appartment",2,0,1,45,14,0,94,"strict"
250,"True","Brooklyn",40.71758,-73.9543,"Appartment",2,1,1,100,8,243,100,"strict"
80,"False","Manhattan",40.7193,-73.98986,"Appartment",1,1,1,0,1,0,20,"flexible"
115,"False","Manhattan",40.76143,-73.99223,"Appartment",2,1,2,100,4,0,98,"strict"
45,"False","Manhattan",40.80026,-73.95197,"Appartment",1,1,1,8,3,356,92,"moderate"
100,"False","Brooklyn",40.70576,-73.94827,"Appartment",2,1,0,80,1,23,100,"strict"
130,"False","Brooklyn",40.68492,-73.96669,"Appartment",10,1,1,75,1,0,96,"strict"
175,"False","Manhattan",40.73772,-73.98025,"Appartment",2,1,1,0,3,0,80,"flexible"
55,"False","Brooklyn",40.70486,-73.92582,"Appartment",2,1,1,20,10,88,91,"moderate"
40,"False","Manhattan",40.70602,-74.0072,"Appartment",1,1,1,0,1,0,95,"flexible"
650,"True","Brooklyn",40.67982,-73.98005,"House",11,4,6,250,2,238,97,"strict"
85,"False","Manhattan",40.76135,-73.97785,"Appartment",2,1,1,0,4,0,98,"flexible"
175,"False","Manhattan",40.72373,-73.99118,"Appartment",2,1,1,0,30,83,97,"flexible"
720,"False","Manhattan",40.76534,-73.97695,"Appartment",5,2,2,100,3,345,94,"strict"
105,"False","Manhattan",40.75887,-73.99475,"Appartment",2,1,1,0,4,0,96,"strict"
80,"False","Brooklyn",40.71674,-73.95262,"Appartment",1,1,1,49,10,0,96,"strict"
150,"False","Brooklyn",40.6912,-73.96686,"Appartment",2,0,1,150,7,24,89,"moderate"
195,"False","Bronx",40.83645,-73.86634,"Appartment",2,1,1,100,5,0,100,"strict"
750,"False","Brooklyn",40.69356,-73.96744,"House",10,5,0,250,3,339,91,"strict"
245,"False","Manhattan",40.71972,-73.99299,"Appartment",3,1,2,98,2,271,92,"moderate"
140,"False","Brooklyn",40.73419,-73.95493,"Appartment",3,2,2,50,7,0,80,"strict"
180,"False","Brooklyn",40.69117,-73.97047,"Appartment",4,1,3,100,2,313,95,"strict"
90,"False","Manhattan",40.80688,-73.94932,"Appartment",2,1,1,30,3,220,100,"strict"
120,"False","Bronx",40.85258,-73.78762,"Appartment",2,1,1,50,3,154,99,"strict"
85,"True","Queens",40.7198,-73.85915,"Appartment",2,1,2,100,3,276,96,"strict"
174,"False","Manhattan",40.80874,-73.94756,"House",7,3,3,195,2,142,91,"moderate"
185,"False","Manhattan",40.76247,-73.99225,"Appartment",4,2,2,200,21,363,100,"strict"
295,"False","Manhattan",40.72815,-73.98059,"Appartment",5,2,2,150,1,336,87,"strict"
150,"False","Queens",40.7582,-73.91687,"House",6,2,3,100,30,285,92,"strict"
172,"False","Manhattan",40.72997,-73.98497,"Appartment",2,1,1,50,1,0,98,"flexible"
130,"True","Brooklyn",40.68437,-73.98654,"Appartment",3,1,1,0,5,240,95,"flexible"
521,"False","Brooklyn",40.68186,-73.94858,"Appartment",2,1,1,0,1,365,100,"strict"
220,"False","Brooklyn",40.72318,-73.94931,"Appartment",4,2,2,60,1,0,100,"flexible"
50,"False","Manhattan",40.80447,-73.94034,"House",1,1,1,100,30,365,100,"strict"
45,"False","Brooklyn",40.67769,-73.92303,"House",1,1,1,0,25,90,85,"flexible"
85,"True","Manhattan",40.79629,-73.94769,"Appartment",2,1,1,30,1,352,97,"strict"
150,"False","Brooklyn",40.66583,-73.98956,"House",4,2,2,80,14,0,91,"strict"
65,"False","Brooklyn",40.68605,-73.97517,"Appartment",2,0,1,100,30,116,100,"strict"
49,"False","Brooklyn",40.70139,-73.94499,"Appartment",2,1,2,0,7,0,96,"strict"
90,"True","Manhattan",40.80419,-73.95582,"Appartment",1,1,1,45,4,9,97,"moderate"
200,"False","Manhattan",40.74328,-73.99742,"Appartment",2,1,1,75,4,280,60,"moderate"
97,"True","Brooklyn",40.63803,-73.94894,"Appartment",5,0,3,75,2,349,97,"strict"
200,"False","Manhattan",40.76435,-73.99054,"Appartment",2,1,1,0,5,0,95,"strict"
200,"False","Manhattan",40.7193,-73.99781,"Appartment",2,1,1,75,3,0,92,"strict"
79,"False","Queens",40.75401,-73.91757,"Appartment",2,1,2,22,5,0,80,"strict"
130,"True","Manhattan",40.80009,-73.97009,"Appartment",4,1,2,115,1,75,97,"strict"
150,"False","Queens",40.76266,-73.91451,"Appartment",7,2,3,90,1,355,90,"strict"
150,"False","Manhattan",40.85516,-73.93717,"Appartment",4,1,2,100,4,0,95,"flexible"
150,"True","Manhattan",40.72187,-73.98083,"Appartment",2,1,1,110,3,346,95,"strict"
100,"False","Manhattan",40.7281,-73.98671,"Appartment",3,1,1,100,3,0,80,"flexible"
195,"True","Manhattan",40.74423,-73.97614,"Appartment",2,1,1,120,3,0,97,"moderate"
200,"False","Brooklyn",40.71746,-73.9607,"Appartment",3,1,1,60,1,365,100,"flexible"
100,"False","Brooklyn",40.67475,-73.96385,"Appartment",2,1,1,0,6,0,100,"strict"
140,"False","Bronx",40.80844,-73.92889,"Appartment",4,0,3,150,30,365,97,"strict"
146,"False","Manhattan",40.7334,-73.98801,"Appartment",2,1,1,90,18,0,98,"moderate"
250,"False","Brooklyn",40.71688,-73.94584,"Appartment",4,1,1,90,2,357,97,"strict"
499,"False","Manhattan",40.77924,-73.95405,"Appartment",4,1,2,75,1,0,100,"flexible"
80,"False","Brooklyn",40.71842,-73.94093,"Appartment",2,1,1,20,31,0,96,"flexible"
80,"True","Brooklyn",40.68528,-73.87819,"Appartment",4,2,3,0,4,326,98,"moderate"
102,"False","Manhattan",40.71286,-73.98437,"Appartment",2,1,1,0,2,0,83,"moderate"
120,"False","Manhattan",40.8233,-73.95591,"Appartment",5,2,2,100,5,0,90,"flexible"
235,"False","Manhattan",40.78122,-73.98473,"Appartment",3,1,1,150,1,0,95,"strict"
149,"False","Manhattan",40.76876,-73.95979,"Appartment",2,0,1,60,1,0,100,"flexible"
64,"False","Manhattan",40.79604,-73.94237,"Appartment",1,1,1,50,10,364,86,"strict"
180,"False","Brooklyn",40.67694,-73.9813,"Appartment",4,2,2,50,3,0,97,"strict"
99,"True","Brooklyn",40.71367,-73.95673,"Appartment",1,1,1,25,2,89,100,"strict"
127,"False","Manhattan",40.72594,-73.98477,"Appartment",2,1,1,0,7,178,94,"strict"
199,"False","Brooklyn",40.66579,-73.98991,"Appartment",4,2,3,90,30,341,89,"strict"
65,"False","Brooklyn",40.69484,-73.9342,"Appartment",2,1,1,25,10,66,92,"flexible"
80,"False","Brooklyn",40.70022,-73.91441,"Appartment",2,1,2,60,7,0,86,"strict"
99,"False","Manhattan",40.76636,-73.98634,"Appartment",2,1,1,39,3,178,93,"strict"
150,"False","Manhattan",40.77021,-73.98721,"Appartment",2,1,0,0,1,365,91,"flexible"
100,"False","Brooklyn",40.65899,-73.97771,"Appartment",2,1,1,50,15,0,96,"strict"
106,"False","Manhattan",40.72493,-74.00193,"PrivateRoom",1,1,1,0,2,361,93,"strict"
120,"False","Brooklyn",40.66998,-73.94399,"Appartment",6,1,3,75,15,264,89,"moderate"
250,"False","Manhattan",40.81381,-73.94166,"Appartment",7,1,5,150,30,297,92,"strict"
150,"False","Manhattan",40.72796,-73.99761,"Appartment",2,1,1,10,2,0,80,"flexible"
100,"False","Brooklyn",40.70978,-73.96854,"Appartment",2,1,1,75,3,359,96,"moderate"
189,"False","Manhattan",40.74163,-73.99857,"Appartment",2,0,1,100,3,0,100,"moderate"
120,"False","Manhattan",40.72679,-73.98598,"Appartment",2,1,1,42,1,167,93,"strict"
149,"False","Brooklyn",40.72539,-73.94074,"Appartment",4,1,0,0,30,249,97,"moderate"
100,"False","Manhattan",40.76838,-73.95481,"Appartment",2,1,1,0,1,0,100,"flexible"
300,"False","Manhattan",40.78468,-73.97137,"Appartment",2,1,1,0,1,0,95,"flexible"
175,"False","Brooklyn",40.67122,-73.98618,"Appartment",3,0,1,100,1,0,94.5,"flexible"
142,"False","Manhattan",40.72926,-73.98864,"Appartment",7,2,2,110,1,273,92,"strict"
135,"True","Queens",40.77906,-73.91265,"Appartment",6,1,3,100,3,302,98,"strict"
135,"True","Brooklyn",40.69937,-73.91463,"Appartment",4,0,1,100,3,55,92,"strict"
63,"False","Brooklyn",40.66362,-73.94926,"Appartment",2,1,1,100,5,127,93,"strict"
100,"False","Manhattan",40.79859,-73.96078,"Appartment",1,1,1,25,3,362,97,"flexible"
87,"False","Manhattan",40.80168,-73.96253,"Appartment",1,1,1,10,2,90,92,"flexible"
450,"True","Manhattan",40.72754,-73.98555,"Appartment",2,1,1,125,5,0,100,"strict"
175,"False","Brooklyn",40.70526,-73.92922,"Appartment",7,2,3,75,60,365,92,"strict"
275,"False","Manhattan",40.77556,-73.9483,"Appartment",4,0,2,150,2,0,90,"moderate"
150,"False","Brooklyn",40.67468,-73.94184,"House",3,1,1,80,2,365,93,"moderate"
50,"False","Brooklyn",40.67148,-73.95698,"Appartment",2,1,1,50,5,0,93,"strict"
79,"True","Brooklyn",40.71971,-73.95998,"Appartment",2,1,1,15,3,29,96,"moderate"
120,"False","Manhattan",40.78918,-73.97927,"Appartment",3,1,2,100,2,0,80,"moderate"
145,"False","Manhattan",40.84082,-73.93896,"Appartment",4,3,3,0,3,0,94,"moderate"
225,"False","Manhattan",40.81282,-73.94465,"Appartment",5,1,3,100,3,262,94,"strict"
137,"False","Manhattan",40.72886,-73.98036,"Appartment",2,1,1,0,7,0,93,"strict"
1500,"False","Manhattan",40.76316,-73.98109,"Appartment",8,4,4,180,1,0,95,"flexible"
86,"True","Manhattan",40.78813,-73.94495,"Appartment",2,1,2,0,4,0,94,"strict"
90,"False","Brooklyn",40.70618,-73.91669,"House",4,2,3,0,3,0,94,"flexible"
345,"False","Manhattan",40.76663,-73.98069,"Appartment",4,1,2,120,3,232,97,"strict"
250,"False","Manhattan",40.76485,-73.98752,"Appartment",3,1,1,150,5,259,94,"strict"
105,"False","Brooklyn",40.67497,-73.95879,"Appartment",2,2,1,75,4,0,90,"strict"
145,"False","Brooklyn",40.69025,-73.96704,"Appartment",2,1,1,100,2,0,98,"strict"
150,"False","Brooklyn",40.66952,-73.94377,"Appartment",8,3,5,90,7,242,92,"strict"
150,"True","Brooklyn",40.71002,-73.95802,"Appartment",4,2,2,25,4,118,95,"moderate"
1000,"False","Manhattan",40.79321,-73.9694,"Appartment",4,1,2,0,1,0,95,"flexible"
150,"False","Brooklyn",40.66928,-73.98662,"Appartment",4,1,2,40,1,0,100,"flexible"
69,"False","Bronx",40.90804,-73.90005,"House",4,1,2,59,2,250,92,"moderate"
115,"False","Brooklyn",40.63524,-73.96602,"Appartment",2,2,1,50,30,0,95,"strict"
175,"False","Brooklyn",40.71861,-73.94362,"Appartment",2,1,1,50,1,0,87,"flexible"
150,"False","Manhattan",40.8083,-73.9439,"Appartment",2,1,1,50,1,0,92,"strict"
162,"False","Manhattan",40.72778,-74.0086,"Appartment",2,0,0,75,2,361,96,"flexible"
120,"False","Manhattan",40.80446,-73.96366,"Appartment",2,1,1,40,5,263,90,"strict"
55,"True","Manhattan",40.81615,-73.96156,"Appartment",2,2,2,15,2,0,97,"moderate"
175,"False","Manhattan",40.76542,-73.98081,"Appartment",4,2,2,0,2,0,100,"strict"
75,"False","Queens",40.70493,-73.90795,"Appartment",2,1,1,0,30,0,88,"strict"
150,"False","Manhattan",40.78021,-73.9805,"Appartment",2,0,1,50,2,0,100,"flexible"
190,"True","Brooklyn",40.68631,-73.95575,"House",5,2,2,0,2,358,97,"strict"
